hour_index,time,requested_fraction_of_recent_resources,k,older_candidates,recent_resources,recent_labels,R6_0,Q6_recent_degree,Q6_older_degree,Q6_uniform_median,Q6_uniform_p05,Q6_uniform_p95,Q6_older_ties_p05,Q6_older_ties_median,Q6_older_ties_p95,Q6_recent_ties_p05,Q6_recent_ties_p95,recent_resources_selected_by_older_degree,recent_resource_coverage_older_degree,recent_resource_coverage_recent_degree,recent_resource_coverage_uniform_median,recent_resource_coverage_older_ties_p05,recent_resource_coverage_older_ties_p95,fraction_older_degree_actions_outside_recent
72,2026-06-19 00:00:00+00:00,0.5,151,354,302,672,0.9806547619047619,0.14871016691957512,0.2109256449165402,0.7852807283763278,0.600834597875569,0.8861911987860395,0.19575113808801214,0.2078907435508346,0.22154779969650987,0.14871016691957512,0.17905918057663125,138,0.45695364238410596,0.5,0.4271523178807947,0.45695364238410596,0.46357615894039733,0.08609271523178808
72,2026-06-19 00:00:00+00:00,1.0,302,354,302,672,0.9806547619047619,0.0015174506828528073,0.027314112291350532,0.26024279210925644,0.15766312594840667,0.5842185128983308,0.007587253414264037,0.010622154779969651,0.019726858877086494,0.0015174506828528073,0.0015174506828528073,266,0.8807947019867549,1.0,0.8543046357615894,0.8509933774834437,0.8741721854304636,0.11920529801324509
73,2026-06-19 01:00:00+00:00,0.1,25,358,249,517,0.9613152804642167,0.6237424547283702,0.647887323943662,0.9818913480885312,0.8650905432595574,0.993963782696177,0.6438631790744467,0.647887323943662,0.647887323943662,0.613682092555332,0.6338028169014085,24,0.0963855421686747,0.10040160642570281,0.06827309236947791,0.0963855421686747,0.10040160642570281,0.040000000000000036
73,2026-06-19 01:00:00+00:00,0.25,63,358,249,517,0.9613152804642167,0.448692152917505,0.5030181086519114,0.9496981891348089,0.8008048289738431,0.9758551307847082,0.5050301810865191,0.5150905432595574,0.5271629778672032,0.43249496981891344,0.4528169014084506,57,0.2289156626506024,0.25301204819277107,0.17670682730923695,0.21686746987951808,0.2248995983935743,0.09523809523809523
73,2026-06-19 01:00:00+00:00,0.5,125,358,249,517,0.9613152804642167,0.15694164989939638,0.28772635814889336,0.858148893360161,0.6458752515090543,0.9295774647887324,0.2676056338028169,0.289738430583501,0.3058350100603622,0.16297786720321933,0.19517102615694165,105,0.42168674698795183,0.5020080321285141,0.3493975903614458,0.40562248995983935,0.42168674698795183,0.16000000000000003
73,2026-06-19 01:00:00+00:00,1.0,249,358,249,517,0.9613152804642167,0.002012072434607646,0.056338028169014086,0.5211267605633803,0.34808853118712274,0.7847082494969819,0.022132796780684104,0.04225352112676056,0.06237424547283702,0.002012072434607646,0.002012072434607646,184,0.7389558232931727,1.0,0.6947791164658634,0.7186746987951806,0.7469879518072289,0.26104417670682734
74,2026-06-19 02:00:00+00:00,0.1,15,360,148,353,0.9320113314447592,0.6109422492401215,0.6565349544072948,0.9908814589665653,0.9300911854103343,1.0,0.6565349544072948,0.6565349544072948,0.6565349544072948,0.6109422492401215,0.6109422492401215,13,0.08783783783783784,0.10135135135135136,0.04054054054054054,0.08783783783783784,0.08783783783783784,0.1333333333333333
74,2026-06-19 02:00:00+00:00,0.25,37,360,148,353,0.9320113314447592,0.3738601823708207,0.5653495440729484,0.9756838905775076,0.7963525835866262,0.9908814589665653,0.547112462006079,0.5653495440729484,0.5653495440729484,0.3708206686930091,0.3951367781155015,23,0.1554054054054054,0.25,0.10135135135135136,0.1554054054054054,0.16216216216216217,0.3783783783783784
74,2026-06-19 02:00:00+00:00,0.5,74,360,148,353,0.9320113314447592,0.1458966565349544,0.44376899696048633,0.939209726443769,0.723404255319149,0.9696048632218845,0.4193009118541033,0.43465045592705165,0.45288753799392095,0.11550151975683891,0.182370820668693,42,0.28378378378378377,0.5,0.20270270270270271,0.27702702702702703,0.2972972972972973,0.43243243243243246
74,2026-06-19 02:00:00+00:00,1.0,148,360,148,353,0.9320113314447592,0.00303951367781155,0.13677811550151975,0.8328267477203647,0.5562310030395137,0.9088145896656535,0.1033434650455927,0.1276595744680851,0.16109422492401215,0.00303951367781155,0.00303951367781155,83,0.5608108108108109,1.0,0.41216216216216217,0.5472972972972973,0.5743243243243243,0.43918918918918914
75,2026-06-19 03:00:00+00:00,0.1,5,361,48,153,0.8431372549019608,0.4806201550387597,0.5038759689922481,1.0,0.9531007751937984,1.0,0.5038759689922481,0.5038759689922481,0.5038759689922481,0.4806201550387597,0.4806201550387597,4,0.08333333333333333,0.10416666666666667,0.020833333333333332,0.08333333333333333,0.08333333333333333,0.19999999999999996
75,2026-06-19 03:00:00+00:00,0.25,12,361,48,153,0.8431372549019608,0.20155038759689922,0.4883720930232558,0.9922480620155039,0.8976744186046512,1.0,0.46511627906976744,0.46511627906976744,0.4883720930232558,0.20155038759689922,0.26356589147286824,6,0.125,0.25,0.041666666666666664,0.125,0.14583333333333334,0.5
75,2026-06-19 03:00:00+00:00,0.5,24,361,48,153,0.8431372549019608,0.06201550387596899,0.4573643410852713,0.9844961240310077,0.6976744186046512,1.0,0.4573643410852713,0.4573643410852713,0.4573643410852713,0.046511627906976744,0.09302325581395349,8,0.16666666666666666,0.5,0.0625,0.16666666666666666,0.1875,0.6666666666666667
75,2026-06-19 03:00:00+00:00,1.0,48,361,48,153,0.8431372549019608,0.007751937984496124,0.31007751937984496,0.9534883720930233,0.6356589147286822,0.9922480620155039,0.31007751937984496,0.37209302325581395,0.37209302325581395,0.007751937984496124,0.007751937984496124,13,0.2708333333333333,1.0,0.125,0.25,0.2708333333333333,0.7291666666666667
76,2026-06-19 04:00:00+00:00,0.1,3,366,24,57,0.8947368421052632,0.3333333333333333,0.7450980392156863,1.0,0.9607843137254902,1.0,0.7450980392156863,0.7450980392156863,0.7450980392156863,0.3333333333333333,0.5098039215686274,3,0.125,0.125,0.0,0.125,0.125,0.0
76,2026-06-19 04:00:00+00:00,0.25,6,366,24,57,0.8947368421052632,0.17647058823529413,0.7450980392156863,1.0,0.6862745098039216,1.0,0.7450980392156863,0.7450980392156863,0.7450980392156863,0.17647058823529413,0.17647058823529413,3,0.125,0.25,0.0,0.125,0.125,0.5
76,2026-06-19 04:00:00+00:00,0.5,12,366,24,57,0.8947368421052632,0.09803921568627451,0.7450980392156863,1.0,0.6666666666666666,1.0,0.7450980392156863,0.7450980392156863,0.7450980392156863,0.09803921568627451,0.13725490196078433,3,0.125,0.5,0.041666666666666664,0.125,0.125,0.75
76,2026-06-19 04:00:00+00:00,1.0,24,366,24,57,0.8947368421052632,0.0196078431372549,0.43137254901960786,0.9803921568627451,0.5686274509803921,1.0,0.43137254901960786,0.43137254901960786,0.43137254901960786,0.0196078431372549,0.0196078431372549,4,0.16666666666666666,1.0,0.0625,0.16666666666666666,0.16666666666666666,0.8333333333333334
77,2026-06-19 05:00:00+00:00,0.1,3,364,24,57,0.9122807017543859,0.3269230769230769,0.75,1.0,0.9807692307692307,1.0,0.75,0.75,0.75,0.3269230769230769,0.5,3,0.125,0.125,0.0,0.125,0.125,0.0
77,2026-06-19 05:00:00+00:00,0.25,6,364,24,57,0.9122807017543859,0.17307692307692307,0.75,1.0,0.6730769230769231,1.0,0.75,0.75,0.75,0.17307692307692307,0.17307692307692307,3,0.125,0.25,0.0,0.125,0.125,0.5
77,2026-06-19 05:00:00+00:00,0.5,12,364,24,57,0.9122807017543859,0.09615384615384616,0.75,1.0,0.6538461538461539,1.0,0.75,0.75,0.75,0.09615384615384616,0.1346153846153846,3,0.125,0.5,0.041666666666666664,0.125,0.125,0.75
77,2026-06-19 05:00:00+00:00,1.0,24,364,24,57,0.9122807017543859,0.019230769230769232,0.4230769230769231,0.9807692307692307,0.5576923076923077,1.0,0.4230769230769231,0.4230769230769231,0.4230769230769231,0.019230769230769232,0.019230769230769232,4,0.16666666666666666,1.0,0.08333333333333333,0.16666666666666666,0.16666666666666666,0.8333333333333334
78,2026-06-19 06:00:00+00:00,0.1,3,366,24,54,0.48148148148148145,0.5384615384615384,0.8461538461538461,1.0,0.9615384615384616,1.0,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.5384615384615384,0.5384615384615384,2,0.08333333333333333,0.125,0.0,0.08333333333333333,0.08333333333333333,0.33333333333333337
78,2026-06-19 06:00:00+00:00,0.25,6,366,24,54,0.48148148148148145,0.23076923076923078,0.8461538461538461,1.0,0.9230769230769231,1.0,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.23076923076923078,0.23076923076923078,2,0.08333333333333333,0.25,0.0,0.08333333333333333,0.08333333333333333,0.6666666666666667
78,2026-06-19 06:00:00+00:00,0.5,12,366,24,54,0.48148148148148145,0.19230769230769232,0.8461538461538461,1.0,0.8461538461538461,1.0,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.15384615384615385,0.23076923076923078,2,0.08333333333333333,0.5,0.041666666666666664,0.08333333333333333,0.08333333333333333,0.8333333333333334
78,2026-06-19 06:00:00+00:00,1.0,24,366,24,54,0.48148148148148145,0.038461538461538464,0.5384615384615384,1.0,0.8461538461538461,1.0,0.5384615384615384,0.5384615384615384,0.5384615384615384,0.038461538461538464,0.038461538461538464,3,0.125,1.0,0.041666666666666664,0.125,0.125,0.875
79,2026-06-19 07:00:00+00:00,0.1,2,366,18,37,0.5135135135135135,0.3157894736842105,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3157894736842105,0.3157894736842105,1,0.05555555555555555,0.1111111111111111,0.0,0.05555555555555555,0.05555555555555555,0.5
79,2026-06-19 07:00:00+00:00,0.25,5,366,18,37,0.5135135135135135,0.3157894736842105,1.0,1.0,0.9473684210526315,1.0,1.0,1.0,1.0,0.3157894736842105,0.3157894736842105,2,0.1111111111111111,0.2777777777777778,0.0,0.1111111111111111,0.1111111111111111,0.6
79,2026-06-19 07:00:00+00:00,0.5,9,366,18,37,0.5135135135135135,0.2631578947368421,1.0,1.0,0.8947368421052632,1.0,1.0,1.0,1.0,0.15789473684210525,0.3157894736842105,2,0.1111111111111111,0.5,0.0,0.1111111111111111,0.1111111111111111,0.7777777777777778
79,2026-06-19 07:00:00+00:00,1.0,18,366,18,37,0.5135135135135135,0.05263157894736842,1.0,1.0,0.6842105263157895,1.0,1.0,1.0,1.0,0.05263157894736842,0.05263157894736842,2,0.1111111111111111,1.0,0.05555555555555555,0.1111111111111111,0.1111111111111111,0.8888888888888888
80,2026-06-19 08:00:00+00:00,0.1,2,364,13,24,0.5416666666666666,0.46153846153846156,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.46153846153846156,0.46153846153846156,0,0.0,0.15384615384615385,0.0,0.0,0.0,1.0
80,2026-06-19 08:00:00+00:00,0.25,4,364,13,24,0.5416666666666666,0.38461538461538464,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3076923076923077,0.46153846153846156,0,0.0,0.3076923076923077,0.0,0.0,0.0,1.0
80,2026-06-19 08:00:00+00:00,0.5,7,364,13,24,0.5416666666666666,0.3076923076923077,1.0,1.0,0.9230769230769231,1.0,1.0,1.0,1.0,0.23076923076923078,0.38461538461538464,0,0.0,0.5384615384615384,0.0,0.0,0.0,1.0
80,2026-06-19 08:00:00+00:00,1.0,13,364,13,24,0.5416666666666666,0.07692307692307693,1.0,1.0,0.8461538461538461,1.0,1.0,1.0,1.0,0.07692307692307693,0.07692307692307693,0,0.0,1.0,0.0,0.0,0.0,1.0
81,2026-06-19 09:00:00+00:00,0.1,2,366,14,26,0.7307692307692307,0.3157894736842105,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3157894736842105,0.3157894736842105,0,0.0,0.14285714285714285,0.0,0.0,0.0,1.0
81,2026-06-19 09:00:00+00:00,0.25,4,366,14,26,0.7307692307692307,0.2631578947368421,1.0,1.0,0.9473684210526315,1.0,1.0,1.0,1.0,0.21052631578947367,0.3157894736842105,0,0.0,0.2857142857142857,0.0,0.0,0.0,1.0
81,2026-06-19 09:00:00+00:00,0.5,7,366,14,26,0.7307692307692307,0.21052631578947367,1.0,1.0,0.8947368421052632,1.0,1.0,1.0,1.0,0.15789473684210525,0.2631578947368421,0,0.0,0.5,0.0,0.0,0.0,1.0
81,2026-06-19 09:00:00+00:00,1.0,14,366,14,26,0.7307692307692307,0.05263157894736842,1.0,1.0,0.7368421052631579,1.0,1.0,1.0,1.0,0.05263157894736842,0.05263157894736842,0,0.0,1.0,0.0,0.0,0.0,1.0
82,2026-06-19 10:00:00+00:00,0.1,1,368,8,22,0.7272727272727273,0.375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.375,0.375,0,0.0,0.125,0.0,0.0,0.0,1.0
82,2026-06-19 10:00:00+00:00,0.25,2,368,8,22,0.7272727272727273,0.375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.375,0,0.0,0.25,0.0,0.0,0.0,1.0
82,2026-06-19 10:00:00+00:00,0.5,4,368,8,22,0.7272727272727273,0.1875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.125,0.25,0,0.0,0.5,0.0,0.0,0.0,1.0
82,2026-06-19 10:00:00+00:00,1.0,8,368,8,22,0.7272727272727273,0.0625,1.0,1.0,0.8125,1.0,1.0,1.0,1.0,0.0625,0.0625,0,0.0,1.0,0.0,0.0,0.0,1.0
83,2026-06-19 11:00:00+00:00,0.1,1,369,7,23,0.7391304347826086,0.23529411764705882,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.23529411764705882,0.23529411764705882,0,0.0,0.14285714285714285,0.0,0.0,0.0,1.0
83,2026-06-19 11:00:00+00:00,0.25,2,369,7,23,0.7391304347826086,0.23529411764705882,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.23529411764705882,0.23529411764705882,0,0.0,0.2857142857142857,0.0,0.0,0.0,1.0
83,2026-06-19 11:00:00+00:00,0.5,4,369,7,23,0.7391304347826086,0.17647058823529413,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.11764705882352941,0.17647058823529413,0,0.0,0.5714285714285714,0.0,0.0,0.0,1.0
83,2026-06-19 11:00:00+00:00,1.0,7,369,7,23,0.7391304347826086,0.058823529411764705,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.058823529411764705,0.058823529411764705,0,0.0,1.0,0.0,0.0,0.0,1.0
84,2026-06-19 12:00:00+00:00,0.1,1,370,8,20,0.75,0.26666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.26666666666666666,0.26666666666666666,0,0.0,0.125,0.0,0.0,0.0,1.0
84,2026-06-19 12:00:00+00:00,0.25,2,370,8,20,0.75,0.26666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.26666666666666666,0.26666666666666666,0,0.0,0.25,0.0,0.0,0.0,1.0
84,2026-06-19 12:00:00+00:00,0.5,4,370,8,20,0.75,0.26666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.13333333333333333,0.26666666666666666,0,0.0,0.5,0.0,0.0,0.0,1.0
84,2026-06-19 12:00:00+00:00,1.0,8,370,8,20,0.75,0.06666666666666667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.06666666666666667,0.06666666666666667,0,0.0,1.0,0.0,0.0,0.0,1.0
85,2026-06-19 13:00:00+00:00,0.1,2,379,17,36,0.4722222222222222,0.35294117647058826,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.35294117647058826,0.35294117647058826,0,0.0,0.11764705882352941,0.0,0.0,0.0,1.0
85,2026-06-19 13:00:00+00:00,0.25,5,379,17,36,0.4722222222222222,0.23529411764705882,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.23529411764705882,0.23529411764705882,0,0.0,0.29411764705882354,0.0,0.0,0.0,1.0
85,2026-06-19 13:00:00+00:00,0.5,9,379,17,36,0.4722222222222222,0.23529411764705882,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.11764705882352941,0.23529411764705882,0,0.0,0.5294117647058824,0.0,0.0,0.0,1.0
85,2026-06-19 13:00:00+00:00,1.0,17,379,17,36,0.4722222222222222,0.058823529411764705,0.47058823529411764,1.0,0.9411764705882353,1.0,0.47058823529411764,0.47058823529411764,0.47058823529411764,0.058823529411764705,0.058823529411764705,1,0.058823529411764705,1.0,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.9411764705882353
86,2026-06-19 14:00:00+00:00,0.1,2,376,17,26,0.2692307692307692,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7142857142857143,1.0,0,0.0,0.11764705882352941,0.0,0.0,0.0,1.0
86,2026-06-19 14:00:00+00:00,0.25,5,376,17,26,0.2692307692307692,0.7142857142857143,1.0,1.0,0.8571428571428571,1.0,1.0,1.0,1.0,0.5714285714285714,0.7142857142857143,0,0.0,0.29411764705882354,0.0,0.0,0.0,1.0
86,2026-06-19 14:00:00+00:00,0.5,9,376,17,26,0.2692307692307692,0.5714285714285714,1.0,1.0,0.8571428571428571,1.0,1.0,1.0,1.0,0.42857142857142855,0.7142857142857143,0,0.0,0.5294117647058824,0.0,0.0,0.0,1.0
86,2026-06-19 14:00:00+00:00,1.0,17,376,17,26,0.2692307692307692,0.14285714285714285,1.0,1.0,0.8571428571428571,1.0,1.0,1.0,1.0,0.14285714285714285,0.14285714285714285,0,0.0,1.0,0.058823529411764705,0.0,0.0,1.0
87,2026-06-19 15:00:00+00:00,0.1,2,377,18,31,0.3870967741935484,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0,0.0,0.1111111111111111,0.0,0.0,0.0,1.0
87,2026-06-19 15:00:00+00:00,0.25,5,377,18,31,0.3870967741935484,0.5,1.0,1.0,0.9166666666666666,1.0,1.0,1.0,1.0,0.4166666666666667,0.5,0,0.0,0.2777777777777778,0.0,0.0,0.0,1.0
87,2026-06-19 15:00:00+00:00,0.5,9,377,18,31,0.3870967741935484,0.3333333333333333,1.0,1.0,0.9166666666666666,1.0,1.0,1.0,1.0,0.25,0.5,0,0.0,0.5,0.0,0.0,0.0,1.0
87,2026-06-19 15:00:00+00:00,1.0,18,377,18,31,0.3870967741935484,0.08333333333333333,1.0,1.0,0.8333333333333334,1.0,1.0,1.0,1.0,0.08333333333333333,0.08333333333333333,0,0.0,1.0,0.05555555555555555,0.0,0.0,1.0
88,2026-06-19 16:00:00+00:00,0.1,2,359,13,22,0.2727272727272727,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.15384615384615385,0.0,0.0,0.0,1.0
88,2026-06-19 16:00:00+00:00,0.25,4,359,13,22,0.2727272727272727,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,1.0,0,0.0,0.3076923076923077,0.0,0.0,0.0,1.0
88,2026-06-19 16:00:00+00:00,0.5,7,359,13,22,0.2727272727272727,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.8333333333333334,0,0.0,0.5384615384615384,0.0,0.0,0.0,1.0
88,2026-06-19 16:00:00+00:00,1.0,13,359,13,22,0.2727272727272727,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.16666666666666666,0.16666666666666666,0,0.0,1.0,0.0,0.0,0.0,1.0
89,2026-06-19 17:00:00+00:00,0.1,2,341,13,22,0.3181818181818182,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.15384615384615385,0.0,0.0,0.0,1.0
89,2026-06-19 17:00:00+00:00,0.25,4,341,13,22,0.3181818181818182,1.0,1.0,1.0,0.8571428571428571,1.0,1.0,1.0,1.0,0.7142857142857143,1.0,0,0.0,0.3076923076923077,0.0,0.0,0.0,1.0
89,2026-06-19 17:00:00+00:00,0.5,7,341,13,22,0.3181818181818182,0.5714285714285714,1.0,1.0,0.8571428571428571,1.0,1.0,1.0,1.0,0.42857142857142855,0.8571428571428571,0,0.0,0.5384615384615384,0.0,0.0,0.0,1.0
89,2026-06-19 17:00:00+00:00,1.0,13,341,13,22,0.3181818181818182,0.14285714285714285,1.0,1.0,0.7142857142857143,1.0,1.0,1.0,1.0,0.14285714285714285,0.14285714285714285,0,0.0,1.0,0.0,0.0,0.0,1.0
90,2026-06-19 18:00:00+00:00,0.1,1,318,10,19,0.2631578947368421,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.1,0.0,0.0,0.0,1.0
90,2026-06-19 18:00:00+00:00,0.25,3,318,10,19,0.2631578947368421,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.3,0.0,0.0,0.0,1.0
90,2026-06-19 18:00:00+00:00,0.5,5,318,10,19,0.2631578947368421,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,1.0,0,0.0,0.5,0.0,0.0,0.0,1.0
90,2026-06-19 18:00:00+00:00,1.0,10,318,10,19,0.2631578947368421,0.2,1.0,1.0,0.8,1.0,1.0,1.0,1.0,0.2,0.2,0,0.0,1.0,0.0,0.0,0.0,1.0
91,2026-06-19 19:00:00+00:00,0.1,1,264,5,11,0.45454545454545453,0.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.6,0,0.0,0.2,0.0,0.0,0.0,1.0
91,2026-06-19 19:00:00+00:00,0.25,2,264,5,11,0.45454545454545453,0.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.6,0,0.0,0.4,0.0,0.0,0.0,1.0
91,2026-06-19 19:00:00+00:00,0.5,3,264,5,11,0.45454545454545453,0.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.6,0,0.0,0.6,0.0,0.0,0.0,1.0
91,2026-06-19 19:00:00+00:00,1.0,5,264,5,11,0.45454545454545453,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.2,0,0.0,1.0,0.0,0.0,0.0,1.0
92,2026-06-19 20:00:00+00:00,0.1,1,168,8,14,0.35714285714285715,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0,0.0,0.125,0.0,0.0,0.0,1.0
92,2026-06-19 20:00:00+00:00,0.25,2,168,8,14,0.35714285714285715,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.8,0,0.0,0.25,0.0,0.0,0.0,1.0
92,2026-06-19 20:00:00+00:00,0.5,4,168,8,14,0.35714285714285715,0.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.6,0,0.0,0.5,0.0,0.0,0.0,1.0
92,2026-06-19 20:00:00+00:00,1.0,8,168,8,14,0.35714285714285715,0.2,1.0,1.0,0.8,1.0,1.0,1.0,1.0,0.2,0.2,0,0.0,1.0,0.0,0.0,0.0,1.0
93,2026-06-19 21:00:00+00:00,0.1,2,81,15,25,0.4,0.8,1.0,1.0,0.9,1.0,1.0,1.0,1.0,0.8,0.8,0,0.0,0.13333333333333333,0.0,0.0,0.0,1.0
93,2026-06-19 21:00:00+00:00,0.25,4,81,15,25,0.4,0.4,0.8,1.0,0.9,1.0,0.8,0.8,0.8,0.4,0.4,1,0.06666666666666667,0.26666666666666666,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.75
93,2026-06-19 21:00:00+00:00,0.5,8,81,15,25,0.4,0.3,0.8,1.0,0.8,1.0,0.8,0.8,0.8,0.3,0.4,1,0.06666666666666667,0.5333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.875
93,2026-06-19 21:00:00+00:00,1.0,15,81,15,25,0.4,0.1,0.8,1.0,0.7,1.0,0.4,0.4,0.8,0.1,0.1,2,0.13333333333333333,1.0,0.2,0.13333333333333333,0.2,0.8666666666666667
94,2026-06-19 22:00:00+00:00,0.1,2,54,17,28,0.42857142857142855,0.75,0.75,1.0,0.9166666666666666,1.0,0.75,0.75,0.75,0.75,0.75,1,0.058823529411764705,0.11764705882352941,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.5
94,2026-06-19 22:00:00+00:00,0.25,5,54,17,28,0.42857142857142855,0.3333333333333333,0.75,1.0,0.75,1.0,0.75,0.75,0.75,0.25,0.3333333333333333,2,0.11764705882352941,0.29411764705882354,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.6
94,2026-06-19 22:00:00+00:00,0.5,9,54,17,28,0.42857142857142855,0.3333333333333333,0.3333333333333333,0.9166666666666666,0.6666666666666666,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.25,0.3333333333333333,3,0.17647058823529413,0.5294117647058824,0.17647058823529413,0.17647058823529413,0.17647058823529413,0.6666666666666667
94,2026-06-19 22:00:00+00:00,1.0,17,54,17,28,0.42857142857142855,0.08333333333333333,0.3333333333333333,0.9166666666666666,0.4166666666666667,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.08333333333333333,0.08333333333333333,5,0.29411764705882354,1.0,0.29411764705882354,0.23529411764705882,0.29411764705882354,0.7058823529411764
95,2026-06-19 23:00:00+00:00,0.1,2,51,13,23,0.5217391304347826,0.75,0.75,1.0,0.9166666666666666,1.0,0.75,0.75,0.75,0.75,0.75,1,0.07692307692307693,0.15384615384615385,0.0,0.07692307692307693,0.07692307692307693,0.5
95,2026-06-19 23:00:00+00:00,0.25,4,51,13,23,0.5217391304347826,0.3333333333333333,0.75,1.0,0.75,1.0,0.75,0.75,0.75,0.3333333333333333,0.3333333333333333,1,0.07692307692307693,0.3076923076923077,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.75
95,2026-06-19 23:00:00+00:00,0.5,7,51,13,23,0.5217391304347826,0.25,0.75,1.0,0.6666666666666666,1.0,0.3333333333333333,0.75,0.75,0.16666666666666666,0.3333333333333333,2,0.15384615384615385,0.5384615384615384,0.15384615384615385,0.15384615384615385,0.23076923076923078,0.7142857142857143
95,2026-06-19 23:00:00+00:00,1.0,13,51,13,23,0.5217391304347826,0.08333333333333333,0.3333333333333333,0.9166666666666666,0.4166666666666667,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.08333333333333333,0.08333333333333333,4,0.3076923076923077,1.0,0.23076923076923078,0.23076923076923078,0.3076923076923077,0.6923076923076923
96,2026-06-20 00:00:00+00:00,0.1,1,36,3,7,0.42857142857142855,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0,0.0,0.3333333333333333,0.0,0.0,0.0,1.0
96,2026-06-20 00:00:00+00:00,0.25,1,36,3,7,0.42857142857142855,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0,0.0,0.3333333333333333,0.0,0.0,0.0,1.0
96,2026-06-20 00:00:00+00:00,0.5,2,36,3,7,0.42857142857142855,0.6666666666666666,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0,0.0,0.6666666666666666,0.0,0.0,0.0,1.0
96,2026-06-20 00:00:00+00:00,1.0,3,36,3,7,0.42857142857142855,0.3333333333333333,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0,0.0,1.0,0.0,0.0,0.0,1.0
97,2026-06-20 01:00:00+00:00,0.1,1,33,4,12,0.6666666666666666,0.5,1.0,1.0,0.625,1.0,1.0,1.0,1.0,0.5,0.5,0,0.0,0.25,0.0,0.0,0.0,1.0
97,2026-06-20 01:00:00+00:00,0.25,1,33,4,12,0.6666666666666666,0.5,1.0,1.0,0.625,1.0,1.0,1.0,1.0,0.5,0.5,0,0.0,0.25,0.0,0.0,0.0,1.0
97,2026-06-20 01:00:00+00:00,0.5,2,33,4,12,0.6666666666666666,0.25,0.5,1.0,0.5,1.0,0.5,0.5,0.5,0.25,0.25,1,0.25,0.5,0.0,0.25,0.25,0.5
97,2026-06-20 01:00:00+00:00,1.0,4,33,4,12,0.6666666666666666,0.125,0.25,1.0,0.5,1.0,0.25,0.25,0.25,0.125,0.125,2,0.5,1.0,0.0,0.5,0.5,0.5
